a_wl b_wl dcatch_dlai dqcrit dz0v_dh g_area g_grow g_wood lai_max lai_min nl0 nr_nl r_grow rootd_ft sigl tleaf_of tlow tupp
1.29395 1.6103 0.2438 0.066202 0.05518 0.0053309 20.0000 0.014188 6.0581 2.6130 0.042289 1.39784 0.2982 1.4191 0.147855 243.15 -6.0841 35.0295 
1.16027 2.9352 0.2538 0.062325 0.13009 0.0020612 20.0000 0.005230 9.9734 2.9847 0.028662 0.87294 0.1252 0.5383 0.054305 243.15 -9.2519 19.7305 
0.85467 1.8339 0.0580 0.079385 0.12473 0.0056820 20.0000 0.008156 14.6301 1.9316 0.025959 1.38164 0.3484 2.4654 0.139439 243.15 9.8425 35.3020 
0.58321 2.8793 0.8379 0.048572 0.07208 0.0070327 20.0000 0.008717 6.3429 2.3294 0.039639 1.30093 0.2798 2.4382 0.143744 243.15 9.1914 24.0209 
0.84931 3.0849 1.9794 0.041179 0.14261 0.0022460 20.0000 0.006379 10.4662 5.0153 0.037586 1.61866 0.3813 0.8630 0.164836 243.15 -9.3709 38.1123 
0.66901 2.7618 0.0102 0.040369 0.08443 0.0047201 20.0000 0.010792 9.0108 1.6724 0.024147 1.70237 0.3599 1.8246 0.190759 243.15 6.4926 29.0589 
0.57502 2.7837 1.3627 0.079271 0.10128 0.0073057 20.0000 0.007843 10.5000 2.2691 0.023002 0.71797 0.2756 1.9061 0.124212 243.15 -17.1522 18.9729 
0.82269 1.4078 0.5629 0.060345 0.05791 0.0061044 20.0000 0.005812 17.7745 3.6710 0.043698 0.78563 0.2613 1.2731 0.135104 243.15 8.9674 20.3980 
0.84044 2.3083 1.1699 0.078125 0.14759 0.0046217 20.0000 0.007597 14.0833 4.7372 0.032536 0.51755 0.1328 0.9815 0.122292 243.15 7.3502 31.1441 
1.12341 1.6087 1.5428 0.054404 0.06767 0.0045107 20.0000 0.006620 17.8771 3.6584 0.026932 1.62406 0.4841 2.1117 0.151275 243.15 -11.5692 38.9424 
0.71650 2.2981 0.3492 0.080021 0.14467 0.0062196 20.0000 0.017786 6.2025 3.2007 0.037249 1.09661 0.1775 1.6404 0.076373 243.15 -23.8239 33.8319 
0.37688 3.1759 1.8918 0.086220 0.11862 0.0024290 20.0000 0.007924 5.0090 3.7844 0.021289 1.06931 0.2055 2.1022 0.094509 243.15 -1.0331 39.3849 
0.98963 3.1855 0.1298 0.051236 0.07771 0.0058764 20.0000 0.008756 7.0734 1.7138 0.034368 0.54920 0.4562 1.6816 0.115332 243.15 8.4808 29.5865 
1.11327 1.9814 0.8553 0.054104 0.02670 0.0063078 20.0000 0.009202 9.3483 3.3848 0.029715 1.53420 0.1633 1.3198 0.067897 243.15 -5.0935 34.9720 
0.46239 3.0820 1.7610 0.052670 0.08621 0.0078836 20.0000 0.018080 8.4950 5.0356 0.024536 0.86784 0.1822 0.8050 0.174617 243.15 -0.9386 24.7310 
0.39589 1.4853 0.1172 0.071050 0.09555 0.0054917 20.0000 0.009158 10.0396 4.3915 0.039490 0.94224 0.1477 1.6716 0.123297 243.15 -16.7007 34.9270 
1.12634 1.8191 0.1094 0.088158 0.09811 0.0040984 20.0000 0.008408 15.1998 4.2372 0.048642 1.24422 0.4109 1.5621 0.112106 243.15 -6.8192 22.2707 
1.08119 2.0770 0.6365 0.076427 0.11936 0.0061260 20.0000 0.016893 7.3758 4.7790 0.046005 1.75158 0.4191 2.2832 0.084578 243.15 -2.3982 29.0014 
1.28869 2.2846 0.9257 0.064875 0.12358 0.0064680 20.0000 0.009715 6.1553 3.8888 0.038219 1.14806 0.2529 2.2607 0.137249 243.15 -13.0218 38.1873 
1.05281 2.4807 0.9561 0.062949 0.08734 0.0076154 20.0000 0.018908 13.8159 5.9104 0.028893 1.55326 0.2300 1.0681 0.128878 243.15 -19.2734 17.7678 
0.52060 3.0636 0.3738 0.077093 0.02558 0.0025203 20.0000 0.008102 7.9995 2.1787 0.033437 1.32988 0.3035 0.8530 0.129193 243.15 -21.9582 19.3804 
0.65293 2.7732 0.0938 0.046856 0.12204 0.0022556 20.0000 0.018020 13.3933 5.0693 0.026856 0.67867 0.4062 1.8281 0.100630 243.15 -3.8789 19.3229 
0.73318 3.2203 1.2903 0.083357 0.05648 0.0036346 20.0000 0.018459 5.5113 4.6877 0.019797 1.64131 0.1829 0.6350 0.068077 243.15 -12.3672 35.1495 
0.78807 2.2850 1.6176 0.066070 0.11131 0.0040684 20.0000 0.016250 14.1737 2.0702 0.048216 1.08896 0.4443 1.1456 0.098020 243.15 -16.9247 21.4106 
1.19791 1.7264 1.1443 0.058539 0.13846 0.0065971 20.0000 0.011281 17.9284 4.9896 0.041285 1.63006 0.4000 1.5894 0.061461 243.15 -22.5323 16.4076 
1.06169 2.2078 1.4061 0.055731 0.14692 0.0075542 20.0000 0.011946 14.1346 3.2196 0.034081 0.71272 0.3125 0.9785 0.072487 243.15 -8.4223 36.3921 
0.97432 1.5852 0.4518 0.040777 0.01720 0.0066799 20.0000 0.015029 17.2736 4.6247 0.046493 1.47540 0.3510 2.7022 0.089559 243.15 1.9282 17.9428 
0.41344 3.2094 0.5433 0.030150 0.05296 0.0055734 20.0000 0.010569 12.1391 5.1224 0.024606 0.90219 0.1466 2.1772 0.188284 243.15 -10.2145 17.4102 
0.42036 2.2687 0.2724 0.034896 0.05350 0.0058338 20.0000 0.016874 17.9784 4.2898 0.045012 1.55701 0.3242 1.2253 0.173432 243.15 -16.4731 17.4502 
1.17060 2.0885 1.1221 0.038125 0.13773 0.0063222 20.0000 0.014899 13.2975 4.1521 0.029328 1.72997 0.4792 1.2951 0.121182 243.15 -9.9555 27.4437 
0.64980 2.9087 0.6663 0.086334 0.14587 0.0058602 20.0000 0.006058 8.3074 2.2826 0.041058 1.58611 0.2361 2.5357 0.078608 243.15 2.6843 37.1347 
0.45420 2.3979 0.6303 0.078179 0.14671 0.0038644 20.0000 0.009598 13.1665 3.9226 0.045500 1.74887 0.3001 2.4914 0.089064 243.15 -16.7532 17.2752 
0.48794 2.5408 1.3553 0.062421 0.09699 0.0040420 20.0000 0.013617 17.0293 5.8861 0.023071 1.83498 0.2175 2.1367 0.170627 243.15 -3.0108 32.0642 
1.06159 1.7114 0.8635 0.079817 0.03352 0.0030339 20.0000 0.018968 12.2646 4.0441 0.042975 0.99070 0.2458 1.5926 0.117237 243.15 -13.6764 18.2828 
0.76438 2.1954 1.0119 0.063531 0.03972 0.0058188 20.0000 0.015905 9.2862 4.1256 0.047916 1.22577 0.3577 0.5595 0.094779 243.15 -20.9816 32.5118 
0.41812 1.5418 0.2078 0.082367 0.04688 0.0071119 20.0000 0.010995 14.5099 2.7876 0.037517 0.64116 0.4941 2.4119 0.177393 243.15 -22.4587 28.0063 
1.02590 3.2251 0.5005 0.081995 0.04408 0.0034131 20.0000 0.013771 7.8726 5.7498 0.035926 0.69112 0.1389 1.5729 0.169742 243.15 -2.4857 37.5598 
1.17333 2.9201 1.4125 0.041389 0.12247 0.0031599 20.0000 0.009542 6.7547 1.9811 0.022781 1.76808 0.4587 2.3352 0.056781 243.15 3.8709 15.6451 
0.60573 1.5293 1.6406 0.069778 0.07242 0.0062004 20.0000 0.008947 6.6427 2.3065 0.049216 1.04530 0.3880 2.8690 0.151170 243.15 -24.4189 36.7347 
1.18084 2.0676 1.4403 0.034350 0.11491 0.0039238 20.0000 0.016064 14.4140 2.6382 0.039375 1.76223 0.1915 1.1326 0.173162 243.15 -15.2690 24.8685 
0.51134 1.8982 0.0956 0.084359 0.03303 0.0065329 20.0000 0.012889 13.7754 4.9172 0.036510 0.52445 0.4763 0.7708 0.090069 243.15 9.4959 18.3853 
1.17655 2.3957 0.2344 0.073144 0.02367 0.0028347 20.0000 0.005524 5.3492 2.6512 0.029084 1.96055 0.2124 1.4898 0.062241 243.15 0.1955 31.4191 
1.00445 2.4361 1.9964 0.041959 0.03681 0.0052121 20.0000 0.019070 13.9469 3.5707 0.043975 0.63246 0.4717 1.1006 0.142289 243.15 -14.6180 21.6807 
1.26324 3.2004 1.6914 0.068368 0.04290 0.0044260 20.0000 0.008507 5.0509 2.7628 0.047616 1.57216 0.2505 1.0956 0.056031 243.15 -4.2429 25.6311 
0.76730 1.6923 1.7194 0.031590 0.08347 0.0030609 20.0000 0.009394 15.1512 3.7426 0.047487 1.91704 0.2143 1.7549 0.134788 243.15 -15.1605 25.8411 
1.21565 3.0547 0.4692 0.080705 0.04773 0.0043102 20.0000 0.017585 12.5698 3.4730 0.031866 1.76523 0.3612 1.4711 0.085479 243.15 -23.0433 35.5146 
0.68384 2.9468 1.9944 0.031032 0.14637 0.0022952 20.0000 0.006335 16.1071 2.4613 0.042091 1.05881 0.4643 1.2073 0.149820 243.15 -17.8768 32.8243 
0.39384 2.4982 0.8149 0.082787 0.01518 0.0039826 20.0000 0.008245 6.6008 1.8128 0.026299 1.67552 0.3652 1.7956 0.053090 243.15 -11.6707 18.0528 
0.95296 1.6346 1.3367 0.039025 0.11675 0.0035080 20.0000 0.011431 12.1796 5.7966 0.045652 1.22457 0.4883 2.1582 0.173777 243.15 7.2557 34.1394 
0.54459 2.5946 1.7396 0.074002 0.10646 0.0045347 20.0000 0.005548 9.7048 3.9271 0.036599 0.97300 0.4101 0.9660 0.083618 243.15 -17.2607 28.5339 
0.36127 3.1684 0.8669 0.051698 0.11024 0.0037288 20.0000 0.015050 9.7453 2.8969 0.035021 0.83738 0.3019 1.6369 0.161611 243.15 -22.8753 33.7369 
0.88900 1.7986 1.1541 0.063975 0.06843 0.0051347 20.0000 0.005480 7.5905 3.6022 0.040520 0.73132 0.3444 0.7560 0.086409 243.15 -12.3077 23.9009 
0.84287 2.5990 1.0561 0.087072 0.08169 0.0078236 20.0000 0.013906 11.3897 2.7547 0.026183 0.69802 0.4129 1.3623 0.062646 243.15 5.5861 39.9300 
1.08519 2.0125 0.9395 0.042037 0.08578 0.0045209 20.0000 0.015677 16.6310 4.1170 0.020579 0.59181 0.3540 0.9553 0.196175 243.15 1.7182 15.4650 
0.77452 2.5860 0.8171 0.034038 0.05184 0.0042328 20.0000 0.008653 10.6175 2.8002 0.027421 1.80168 0.3283 0.5698 0.150495 243.15 9.5310 20.9281 
0.62952 2.5335 1.6116 0.031176 0.04811 0.0057630 20.0000 0.009910 10.2543 5.1044 0.018309 1.40384 0.2002 1.7654 0.114671 243.15 9.4154 33.0468 
0.97149 1.8757 0.7545 0.061407 0.09094 0.0051971 20.0000 0.010482 11.4383 1.6274 0.042061 1.05086 0.3216 1.4748 0.059331 243.15 -21.5872 26.3986 
0.84648 1.8158 0.1548 0.085314 0.10389 0.0054419 20.0000 0.017946 10.9590 4.6418 0.028140 1.59346 0.3416 1.8849 0.146115 243.15 -22.2347 27.6463 
0.37239 2.0292 0.4952 0.081401 0.07508 0.0032379 20.0000 0.009686 13.5108 5.4797 0.031754 0.54455 0.2103 2.8427 0.064326 243.15 -8.5834 19.6305 
0.98612 3.1070 1.1365 0.055347 0.02694 0.0076742 20.0000 0.014088 10.9901 5.9928 0.029546 1.33693 0.4993 1.8971 0.098560 243.15 0.0135 21.0131 
0.62260 2.3437 0.2112 0.036007 0.09511 0.0068293 20.0000 0.012940 11.4802 5.1368 0.038685 1.31383 0.2433 0.7298 0.143084 243.15 -20.6946 16.2726 
0.73747 1.4353 1.1453 0.053726 0.07464 0.0074455 20.0000 0.013383 13.2664 4.5180 0.020734 0.59886 0.2012 1.0493 0.115572 243.15 -23.8414 38.2548 
1.23691 3.2528 1.5154 0.069412 0.05892 0.0057846 20.0000 0.012664 11.0603 2.9311 0.037365 0.53765 0.4154 0.6518 0.194974 243.15 5.7051 39.7700 
0.75102 2.6573 1.2641 0.063309 0.04482 0.0050267 20.0000 0.012807 14.9217 1.9545 0.046814 1.50750 0.4501 2.2012 0.125638 243.15 -18.5069 37.9473 
1.27514 2.8526 1.4921 0.041041 0.01924 0.0066019 20.0000 0.015714 11.7772 4.3002 0.017949 1.08431 0.3663 0.9213 0.194179 243.15 -13.8864 31.3191 
1.21273 2.3226 0.3596 0.049952 0.03564 0.0028005 20.0000 0.016301 13.6985 3.4433 0.017490 0.87789 0.3362 1.2151 0.079793 243.15 -0.1965 29.4164 
0.32890 1.9276 1.8764 0.084089 0.04449 0.0074197 20.0000 0.015948 11.9635 2.9226 0.021586 0.90894 0.3382 2.2129 0.050240 243.15 -10.3755 20.8656 
1.11044 3.2924 0.5573 0.077195 0.06281 0.0035446 20.0000 0.014610 14.7070 2.5243 0.033091 0.89754 0.3933 1.4808 0.178563 243.15 -3.7284 22.6308 
1.16388 2.2334 1.7696 0.076775 0.13188 0.0071809 20.0000 0.011502 9.8749 1.7030 0.020520 0.86199 0.1648 1.5106 0.175443 243.15 -17.7718 26.4711 
1.07261 1.4206 1.2771 0.061839 0.03428 0.0047873 20.0000 0.011397 5.1238 5.5909 0.023781 0.93009 0.2535 0.6800 0.054035 243.15 -12.2062 27.0237 
1.18972 2.6217 0.1640 0.061635 0.08768 0.0047009 20.0000 0.012201 15.6832 2.3663 0.045645 1.61566 0.3082 1.4646 0.051020 243.15 -11.3906 28.6914 
0.72381 2.3734 1.7064 0.035101 0.09356 0.0075002 20.0000 0.011584 15.9923 4.7970 0.040282 0.79403 0.1636 1.7866 0.101215 243.15 -6.3676 37.3172 
1.15549 1.7783 1.4585 0.050366 0.06651 0.0039016 20.0000 0.014466 16.9779 4.8312 0.027695 1.28203 0.3888 1.6104 0.167522 243.15 4.9070 26.8537 
0.92790 3.2806 1.2001 0.072784 0.03169 0.0067513 20.0000 0.018432 13.0477 2.5824 0.017170 1.42079 0.3268 2.0162 0.134113 243.15 -21.6677 31.0416 
1.29766 2.6135 0.0374 0.047486 0.12782 0.0071617 20.0000 0.015413 7.2867 4.6769 0.048493 0.88719 0.1706 2.8947 0.193594 243.15 -17.3237 39.9600 
0.62806 3.0238 1.6336 0.038695 0.10954 0.0052919 20.0000 0.015425 8.2156 5.0036 0.039292 1.85809 0.1490 0.7168 0.066277 243.15 3.2023 16.7577 
1.14886 2.5755 1.5784 0.062673 0.04717 0.0070957 20.0000 0.006692 5.8231 2.6674 0.043196 1.25683 0.1572 2.6690 0.151785 243.15 6.5417 29.5440 
0.69193 2.9302 0.7123 0.036631 0.14278 0.0073429 20.0000 0.012285 14.2696 2.5464 0.046252 0.53750 0.2595 2.2889 0.168962 243.15 8.1098 34.6945 
0.56565 1.6206 1.4787 0.072070 0.10373 0.0037564 20.0000 0.011115 7.7903 2.6922 0.022619 1.31773 0.2837 2.6425 0.163606 243.15 4.3679 22.7083 
0.80933 3.3177 1.9866 0.049322 0.04344 0.0026253 20.0000 0.009317 14.9338 4.8204 0.034998 1.01485 0.2474 2.0449 0.119202 243.15 6.3071 23.2658 
0.89290 1.4970 0.3796 0.085698 0.03947 0.0048419 20.0000 0.019028 9.0540 5.1863 0.047715 0.74482 0.1807 2.5162 0.159751 243.15 -19.6620 19.5430 
0.44035 1.7863 0.9455 0.061107 0.02970 0.0045941 20.0000 0.007238 15.9100 2.2421 0.026497 1.37609 0.3399 2.7410 0.072667 243.15 -10.7221 19.4629 
1.03624 1.9975 0.0554 0.053642 0.02630 0.0069541 20.0000 0.007823 13.4878 3.3078 0.046975 0.59091 0.4973 0.8180 0.171437 243.15 -19.0844 20.8206 
0.38585 2.4578 0.6883 0.080357 0.13380 0.0060960 20.0000 0.005041 16.2705 1.6175 0.033873 0.77033 0.2251 1.9789 0.097705 243.15 -19.5220 21.0906 
0.67730 2.1498 0.6953 0.039997 0.05013 0.0021536 20.0000 0.019413 13.2340 1.6445 0.036467 1.77093 0.2077 2.3624 0.092304 243.15 -5.1880 32.6868 
0.64717 3.2743 1.1941 0.075419 0.02084 0.0024866 20.0000 0.007330 5.5207 3.7727 0.043474 1.59091 0.3153 2.3554 0.171872 243.15 -17.9538 28.6339 
1.20912 2.0355 0.8611 0.048296 0.05360 0.0056256 20.0000 0.013960 14.3803 1.5954 0.045771 1.64491 0.2873 2.3282 0.086049 243.15 -14.7300 35.3645 
0.44308 3.0101 0.8941 0.046490 0.09411 0.0028935 20.0000 0.017013 8.1778 4.6359 0.030365 1.58311 0.4256 1.7114 0.166802 243.15 8.7854 24.3684 
0.60934 1.5109 1.8960 0.051500 0.02148 0.0059676 20.0000 0.018384 10.0950 5.2750 0.031051 0.78203 0.2723 1.4141 0.096055 243.15 -2.2442 20.3005 
0.57150 1.5197 1.0045 0.085044 0.06193 0.0044464 20.0000 0.013305 17.2075 2.3600 0.027784 0.91464 0.4087 2.5012 0.111506 243.15 -16.9387 37.6848 
0.68003 1.4632 1.4955 0.083231 0.13680 0.0071305 20.0000 0.014142 9.4145 3.7327 0.044249 0.96100 0.2347 0.6950 0.053675 243.15 -20.3200 15.7776 
1.13092 2.6386 0.6125 0.037027 0.04899 0.0079634 20.0000 0.007447 14.6962 2.5743 0.029992 0.89424 0.3907 2.9945 0.132838 243.15 -12.8643 18.6604 
0.44679 3.0302 1.4525 0.065458 0.06578 0.0061674 20.0000 0.011890 6.9032 2.0221 0.032404 0.58581 0.1504 1.9999 0.052805 243.15 -18.1813 30.2165 
0.46892 2.1423 1.5112 0.063033 0.10207 0.0032895 20.0000 0.016193 16.6634 4.2435 0.026094 1.10396 0.3786 2.4177 0.112811 243.15 -23.9954 38.4048 
0.56117 2.4584 1.9484 0.030552 0.01087 0.0025131 20.0000 0.016367 11.7637 4.2115 0.048909 1.79223 0.3490 1.4301 0.105506 243.15 -0.2875 25.2110 
0.38048 1.9105 0.1438 0.059997 0.07282 0.0027789 20.0000 0.010291 14.3006 4.8897 0.038602 0.99550 0.1417 1.8779 0.069352 243.15 -7.6733 39.1174 
0.87964 2.1667 1.6854 0.046676 0.02467 0.0079826 20.0000 0.006169 16.7390 5.0441 0.022246 1.86829 0.4682 2.7527 0.132103 243.15 5.4845 25.5861 
0.35035 1.6758 1.6774 0.084761 0.14794 0.0068809 20.0000 0.006148 13.0626 3.2390 0.037045 0.73357 0.1797 0.6143 0.157651 243.15 -11.0056 16.7077 
0.99928 2.2788 0.1964 0.070558 0.08870 0.0023150 20.0000 0.010671 8.8083 4.6112 0.038404 1.89859 0.1665 1.7779 0.199685 243.15 -4.9885 19.8705 
0.48599 3.3129 1.2123 0.043075 0.11428 0.0069991 20.0000 0.010098 9.6305 3.1854 0.033642 1.52085 0.2898 1.0756 0.105881 243.15 -9.5145 33.5419 
0.59773 1.5326 1.5192 0.070348 0.11973 0.0051077 20.0000 0.014539 8.5167 5.4347 0.035361 1.82823 0.3220 2.5447 0.108401 243.15 2.8663 30.0290 
0.61275 2.6444 0.8287 0.055143 0.05417 0.0076610 20.0000 0.018917 8.6652 5.7034 0.019685 1.14266 0.4278 2.5760 0.051545 243.15 1.5467 17.2202 
0.95053 2.4136 1.1723 0.089616 0.03603 0.0036244 20.0000 0.017244 15.3267 4.3843 0.019147 1.68707 0.2381 2.9840 0.081578 243.15 -8.1878 31.6417 
0.74322 2.5050 1.8630 0.078443 0.05122 0.0021692 20.0000 0.018273 9.6670 3.8672 0.045431 1.46265 0.3156 1.3048 0.165467 243.15 -6.8087 21.1531 
0.90567 2.1078 1.6254 0.088488 0.04064 0.0035200 20.0000 0.013944 9.9815 5.4550 0.020371 0.57996 0.3394 2.2317 0.105116 243.15 -11.7547 25.0285 
0.58564 2.7881 0.3966 0.037543 0.06797 0.0070153 20.0000 0.006833 11.1386 1.5221 0.037807 1.00615 0.1719 1.1288 0.060711 243.15 7.0737 22.5483 
0.86871 3.2452 1.1079 0.072502 0.02512 0.0023294 20.0000 0.016146 7.5662 4.2840 0.043315 1.20147 0.4655 2.8057 0.080123 243.15 -1.4321 23.5609 
0.67565 2.4194 0.4492 0.068050 0.01119 0.0074761 20.0000 0.011718 15.2268 5.3771 0.033721 0.98710 0.1310 1.5626 0.138704 243.15 5.7506 28.2688 
0.52450 1.9334 1.7534 0.069112 0.08828 0.0033093 20.0000 0.007717 15.9478 3.2367 0.024837 1.06541 0.1924 0.7465 0.110291 243.15 -19.4484 39.8600 
1.18387 2.7204 1.0427 0.068194 0.04957 0.0038674 20.0000 0.017825 11.2048 2.4469 0.038246 1.78173 0.4861 2.2997 0.087369 243.15 -20.5371 16.1176 
0.40301 3.1427 0.9943 0.044635 0.08148 0.0026949 20.0000 0.017487 17.4869 3.8492 0.035629 1.17897 0.3589 2.0702 0.071452 243.15 -14.2364 24.2084 
1.09523 2.9886 0.2300 0.071620 0.09170 0.0033981 20.0000 0.009974 6.8425 5.2066 0.036348 1.70732 0.3057 1.7604 0.180888 243.15 -13.5854 22.0382 
0.72781 1.4753 0.1786 0.073786 0.14320 0.0058836 20.0000 0.014932 7.1638 3.2961 0.020157 1.07216 0.1697 2.5302 0.100000 243.15 -9.7070 36.1096 
0.76214 2.2235 0.4070 0.057501 0.10233 0.0039550 20.0000 0.011083 8.8704 4.2745 0.027985 1.60276 0.2592 2.1862 0.156391 243.15 2.4917 27.8463 
0.79344 3.2430 1.4479 0.053864 0.10916 0.0024512 20.0000 0.019280 9.0864 2.9986 0.032893 1.68962 0.2311 2.6947 0.113216 243.15 4.8055 23.7634 
0.39218 2.9854 0.6215 0.048968 0.07688 0.0055320 20.0000 0.015605 10.8564 1.5072 0.030751 1.98920 0.1843 1.5284 0.129988 243.15 -2.2932 27.5938 
1.21731 2.8359 1.7744 0.086742 0.06382 0.0066295 20.0000 0.011979 9.5009 2.2970 0.041394 1.97405 0.2766 2.8992 0.055791 243.15 -23.2848 39.0599 
0.91942 1.3302 1.6022 0.058467 0.01979 0.0077360 20.0000 0.006961 17.1643 2.8204 0.028497 1.16847 0.3797 2.2407 0.164101 243.15 -21.0936 32.8918 
1.23906 2.4086 1.0193 0.071674 0.06158 0.0020234 20.0000 0.019557 16.7066 2.0797 0.043860 1.96970 0.2715 2.0359 0.155206 243.15 3.4053 37.5898 
1.26119 2.5914 0.9751 0.052658 0.03853 0.0076376 20.0000 0.015504 12.4725 5.2223 0.046295 0.55386 0.4373 0.5340 0.089589 243.15 6.7447 25.5011 
0.51446 2.6712 1.2515 0.060507 0.08200 0.0024734 20.0000 0.005936 10.2192 3.9838 0.019259 1.10906 0.3771 2.9262 0.096505 243.15 5.0715 30.7041 
0.32754 2.8160 1.0237 0.038947 0.12281 0.0043936 20.0000 0.014872 4.5824 5.6040 0.046454 1.92754 0.2420 1.0268 0.170282 243.15 -17.6353 25.6936 
0.66472 2.7136 0.1140 0.055575 0.05987 0.0032667 20.0000 0.012337 12.8803 1.9086 0.025602 0.92139 0.4455 2.5620 0.154515 243.15 -15.5946 34.1994 
0.54293 2.5645 0.6255 0.075851 0.11742 0.0044002 20.0000 0.016443 6.1269 4.3353 0.022856 0.80003 0.2162 2.0517 0.190264 243.15 4.5185 36.3246 
1.29571 1.3312 0.0272 0.087714 0.02532 0.0037702 20.0000 0.010404 17.1143 5.0522 0.031299 0.74662 0.4738 0.8705 0.114281 243.15 7.8333 35.8421 
0.56809 1.5555 1.6720 0.056067 0.12600 0.0025587 20.0000 0.013798 8.9419 5.4190 0.019041 1.03945 0.1383 0.9133 0.111161 243.15 -18.6924 21.6257 
0.61821 3.0692 1.8424 0.088326 0.09387 0.0027621 20.0000 0.012478 15.3416 5.3029 0.046658 0.85059 0.1753 1.3551 0.059946 243.15 -11.9227 35.5871 
1.23018 1.6543 1.9076 0.058743 0.06053 0.0050423 20.0000 0.016955 5.1980 3.0014 0.027906 1.25983 0.1877 2.3167 0.070942 243.15 -1.3551 26.5612 
0.34791 1.5983 0.6525 0.042409 0.02337 0.0053423 20.0000 0.015291 15.7358 4.6674 0.029827 1.08101 0.1266 0.5135 0.065872 243.15 -8.5659 25.7836 
1.16505 2.4735 1.6108 0.059205 0.14889 0.0042844 20.0000 0.016577 16.4581 2.0900 0.018097 1.69787 0.3143 0.8875 0.160426 243.15 -21.1496 33.6119 
0.96905 2.2263 1.3169 0.032466 0.02228 0.0057828 20.0000 0.017277 6.9775 4.5270 0.033315 1.36904 0.4482 2.8585 0.176013 243.15 0.9446 39.2349 
1.24734 2.8148 1.3277 0.075581 0.12158 0.0042496 20.0000 0.005368 11.5531 2.8398 0.033767 1.43744 0.2326 2.9600 0.198905 243.15 -14.8665 32.7268 
0.74722 2.8446 0.2854 0.030204 0.03408 0.0072133 20.0000 0.016211 8.3830 5.8416 0.024064 0.67177 0.2281 1.4013 0.065182 243.15 -0.6096 27.5413 
0.90275 3.2848 1.8060 0.063489 0.14530 0.0073249 20.0000 0.014670 6.5158 3.5932 0.046193 1.10531 0.2990 1.3093 0.076703 243.15 5.3690 36.8997 
0.60154 2.1986 1.6528 0.045452 0.12105 0.0036826 20.0000 0.017961 8.7556 4.2192 0.016909 1.09451 0.1604 2.1097 0.125413 243.15 -3.0878 20.2505 
0.90957 2.4948 0.4846 0.055923 0.02913 0.0022298 20.0000 0.007567 15.6427 4.7462 0.040490 0.82388 0.3742 1.7271 0.189844 243.15 -22.6898 32.9168 
0.55668 2.8395 0.3080 0.080885 0.12931 0.0044662 20.0000 0.019698 15.6224 2.9437 0.044371 0.98095 0.4521 1.9314 0.130363 243.15 -4.5160 23.7209 
0.99401 3.1240 1.6320 0.082151 0.12834 0.0050759 20.0000 0.017630 6.3105 2.1445 0.032810 1.41194 0.4621 2.7597 0.083993 243.15 8.2603 18.8829 
0.68920 2.2416 1.3755 0.062649 0.01594 0.0064374 20.0000 0.016107 15.8762 3.0594 0.032104 1.73747 0.4400 2.5105 0.147090 243.15 4.9630 38.3773 
1.06763 2.0517 0.7347 0.047102 0.03286 0.0038248 20.0000 0.009026 12.0243 5.3609 0.017774 0.83318 0.4571 1.1826 0.116037 243.15 -22.0422 34.6320 
0.70714 1.7098 1.7656 0.030942 0.14870 0.0035848 20.0000 0.015776 7.2327 4.0131 0.036820 1.01110 0.3113 0.9495 0.084833 243.15 -4.9080 37.8648 
0.40866 2.1299 1.1819 0.058953 0.07625 0.0067381 20.0000 0.014409 15.4685 2.2367 0.025335 1.19637 0.2089 2.6337 0.058146 243.15 8.2463 24.2809 
1.04101 2.8574 0.4226 0.045062 0.13894 0.0047477 20.0000 0.005323 9.1728 3.5000 0.049391 1.60666 0.2674 0.6213 0.121617 243.15 -6.9312 15.6176 
0.90099 2.6286 0.5297 0.055209 0.01643 0.0065821 20.0000 0.019586 16.1355 1.7885 0.023127 1.48020 0.1953 0.8325 0.136979 243.15 -13.1128 36.7822 
0.37590 1.9481 0.0624 0.030792 0.05462 0.0049937 20.0000 0.019235 12.0432 2.1557 0.037447 0.62826 0.2500 1.2491 0.157291 243.15 -6.6022 23.6259 
1.08870 2.7965 0.7771 0.065932 0.12942 0.0026781 20.0000 0.012124 10.9307 4.4392 0.022018 0.62211 0.3208 1.9271 0.195725 243.15 -5.6221 33.6744 
1.20649 1.4198 1.4709 0.085656 0.14560 0.0049151 20.0000 0.009787 5.8852 1.9946 0.033490 1.52580 0.3523 2.8040 0.110741 243.15 -15.9341 18.6954 
0.87652 1.7692 0.1924 0.083513 0.07981 0.0062508 20.0000 0.016613 15.4172 2.3992 0.025295 1.49325 0.1544 2.9905 0.160156 243.15 -1.1556 34.4919 
0.46512 2.6169 0.3392 0.054824 0.13531 0.0037984 20.0000 0.010207 16.1760 4.1463 0.019361 1.20597 0.3727 2.0614 0.117657 243.15 -4.0259 22.8333 
0.70197 1.8617 1.7244 0.043207 0.08811 0.0065605 20.0000 0.009101 11.3006 4.0752 0.041586 1.90684 0.1480 2.5780 0.144164 243.15 -15.8536 17.5753 
0.88217 2.0602 1.8046 0.061245 0.10777 0.0074167 20.0000 0.010777 11.2628 3.5783 0.044668 1.43024 0.2178 2.5915 0.172802 243.15 -18.2723 39.4749 
